ride_id,vehicle_type,distance_km,duration_min,avg_speed_kmph,max_speed_kmph,battery_start_percent,battery_end_percent,sudden_stop_count,terrain_elevation_gain_m,temperature_c,rider_age_group,gps_signal_quality,incident_type
833,E-Scooter,0.98,6.7,8.94,16.36,42.1,44.5,1,3.3,38.4,18-25,0.913,Normal
834,E-Bike,4.01,28.56,12.21,16.59,54.4,50.5,0,27.8,26.9,26-35,0.725,Normal
835,E-Bike,4.91,22.58,13.95,15.8,21.7,8.1,0,5.8,30.6,18-25,0.846,Battery_Critical
836,E-Scooter,0.39,2.0,22.54,28.21,87.1,89.0,1,0.2,19.3,26-35,0.724,Normal
837,E-Scooter,2.4,8.35,17.55,22.05,35.6,28.2,1,1.4,16.9,36-45,0.864,Normal
838,E-Scooter,8.46,26.82,19.25,22.2,43.5,22.3,2,6.2,33.2,46-60,0.582,Normal
839,E-Bike,4.82,25.69,11.22,18.75,28.9,11.7,1,0.0,9.4,46-60,0.738,Battery_Critical
840,E-Scooter,2.5,10.83,14.65,19.12,91.7,78.0,0,25.7,28.9,26-35,0.639,Normal
841,E-Bike,3.1,10.78,15.03,15.04,53.0,39.7,1,33.0,35.0,36-45,0.723,Normal
842,E-Scooter,4.11,12.02,24.83,26.35,96.0,85.9,0,39.1,25.5,36-45,0.829,Normal
843,E-Bike,5.77,19.28,13.43,16.89,41.3,23.0,5,18.8,27.5,26-35,0.551,Hard_Braking
844,E-Bike,3.74,15.46,12.27,15.92,66.6,59.6,0,18.0,31.4,46-60,0.626,Normal
845,E-Scooter,5.5,20.75,16.49,19.39,84.3,71.1,0,15.3,34.6,26-35,0.916,Normal
846,E-Bike,2.79,12.18,14.41,16.99,71.4,59.4,1,18.3,23.4,18-25,0.9,Normal
847,E-Scooter,1.9,6.31,22.13,25.25,41.1,35.7,1,12.0,23.9,46-60,0.665,Normal
848,E-Bike,1.85,6.8,15.9,18.85,60.2,50.4,0,6.2,24.8,46-60,0.939,Normal
849,E-Scooter,4.53,13.99,15.26,22.4,29.4,18.1,1,20.4,26.8,26-35,0.806,Normal
850,E-Scooter,4.87,19.58,13.08,14.82,71.6,54.6,2,6.0,17.8,18-25,0.64,Hard_Braking
851,E-Scooter,2.51,10.37,20.03,22.13,81.1,72.5,1,5.3,19.3,36-45,0.796,Improper_Parking
852,E-Scooter,1.44,3.71,17.96,20.6,99.9,100.0,0,30.6,30.0,,0.837,Normal
853,E-Scooter,1.88,14.54,14.04,23.19,36.1,23.7,4,42.4,26.1,18-25,0.668,Hard_Braking
854,E-Scooter,1.01,5.95,14.12,14.88,83.3,80.6,1,0.3,36.0,46-60,0.655,Normal
855,E-Bike,0.51,3.86,12.02,15.43,68.9,66.8,0,18.3,20.9,26-35,0.658,Normal
856,E-Bike,0.3,4.55,15.07,15.13,22.7,21.1,0,7.8,25.9,18-25,0.839,Normal
857,E-Bike,3.59,10.69,18.67,25.38,61.1,48.5,1,9.3,3.4,46-60,0.82,Normal
858,E-Scooter,1.33,3.22,17.48,23.92,35.3,39.0,1,25.4,30.1,26-35,0.909,Normal
859,E-Scooter,4.69,25.7,11.61,13.73,26.1,18.4,2,18.3,4.4,18-25,0.79,Hard_Braking
860,E-Bike,1.36,7.93,12.93,15.93,40.9,36.7,1,6.3,23.5,18-25,0.735,Normal
861,E-Scooter,2.73,9.68,13.96,19.54,59.3,52.1,2,2.6,33.9,36-45,0.713,Mechanical_Fault
862,E-Bike,2.61,15.66,12.73,18.08,79.7,62.2,1,26.8,32.3,18-25,0.865,Normal
863,E-Bike,1.13,7.04,14.4,22.61,28.9,23.5,2,3.5,26.5,26-35,0.634,Hard_Braking
864,E-Scooter,1.72,8.27,19.97,25.69,33.3,22.2,2,36.5,21.1,36-45,0.857,Hard_Braking
865,E-Scooter,3.9,15.34,17.39,21.84,24.7,16.0,0,23.1,20.1,18-25,0.926,Normal
866,E-Bike,2.25,12.11,12.97,15.93,38.6,31.8,1,7.6,26.0,18-25,0.868,Normal
867,E-Bike,1.15,10.75,11.34,14.3,47.0,40.6,0,5.2,22.9,36-45,0.73,Normal
868,E-Scooter,2.75,6.68,18.3,23.49,79.1,74.9,4,4.5,38.3,26-35,0.502,Hard_Braking
869,E-Scooter,4.55,13.34,18.82,22.21,94.7,89.2,0,51.9,21.5,46-60,0.96,Normal
870,E-Bike,1.78,8.95,19.35,25.21,56.9,55.1,3,52.8,30.1,26-35,0.646,Hard_Braking
871,E-Bike,11.31,39.75,16.36,17.16,60.8,26.9,0,14.6,21.8,18-25,0.681,Normal
872,E-Bike,1.75,13.46,10.46,14.67,94.3,88.8,4,13.7,21.2,36-45,0.815,Hard_Braking
873,E-Bike,3.56,17.51,11.76,16.96,41.1,30.8,2,5.6,31.3,18-25,0.763,Mechanical_Fault
874,E-Scooter,2.56,10.03,19.02,19.99,83.0,74.9,4,10.6,15.6,36-45,0.891,Hard_Braking
875,E-Scooter,13.05,45.66,18.65,23.82,33.0,0.0,0,16.8,22.4,18-25,0.745,Battery_Critical
876,E-Scooter,4.42,16.61,15.46,21.94,35.0,27.9,1,66.2,25.0,18-25,0.758,Normal
877,E-Scooter,2.61,7.9,16.15,22.95,72.9,61.6,2,4.4,24.4,18-25,0.503,Normal
878,E-Bike,4.14,12.14,17.57,19.49,30.5,20.5,1,20.1,26.0,60+,0.815,Normal
879,E-Bike,2.82,15.81,9.78,16.24,84.4,72.8,2,90.6,24.3,36-45,0.902,Mechanical_Fault
880,E-Bike,8.48,45.92,11.59,17.38,23.0,0.0,1,17.7,22.3,60+,0.823,Battery_Critical
881,E-Scooter,5.26,22.36,15.96,19.71,51.7,38.9,0,6.5,29.3,18-25,0.618,Normal
882,E-Scooter,8.01,35.52,14.02,22.36,76.4,56.3,3,2.2,19.3,26-35,0.781,Hard_Braking
883,E-Scooter,3.7,13.84,17.45,21.46,93.3,84.1,1,1.8,23.4,36-45,0.851,Hard_Braking
884,E-Bike,1.82,8.55,16.01,19.38,87.7,85.4,0,19.0,26.1,18-25,0.753,Normal
885,E-Scooter,3.41,9.35,23.56,26.36,28.9,22.0,0,1.0,35.6,26-35,0.847,Normal
886,E-Bike,3.49,19.19,8.66,14.67,63.2,53.4,2,3.0,28.3,26-35,0.931,Mechanical_Fault
887,E-Scooter,3.79,16.76,13.16,17.17,35.9,23.8,1,26.4,28.7,46-60,0.751,Normal
888,E-Scooter,8.17,36.74,12.56,15.09,85.7,60.5,5,17.5,23.6,26-35,0.797,Hard_Braking
889,E-Scooter,1.97,4.38,13.89,23.98,81.9,78.9,1,16.1,18.6,18-25,0.519,Normal
890,E-Bike,3.41,11.03,12.55,18.43,74.4,70.8,4,91.4,3.8,18-25,0.744,Hard_Braking
891,E-Scooter,4.84,18.38,17.21,18.39,69.5,56.3,0,4.6,24.9,60+,0.768,Normal
892,E-Scooter,1.05,3.36,13.18,20.6,38.2,33.1,3,34.2,21.8,26-35,0.71,Mechanical_Fault
893,E-Scooter,2.08,10.28,11.27,17.18,56.7,47.9,4,21.2,25.3,26-35,0.88,Hard_Braking
894,E-Bike,2.74,7.27,15.44,17.44,52.9,49.7,1,14.8,23.0,18-25,0.864,Mechanical_Fault
895,E-Scooter,0.47,5.55,11.19,15.77,95.1,97.6,2,4.7,26.6,18-25,0.745,Hard_Braking
896,E-Bike,1.87,13.41,15.16,15.93,90.4,77.5,1,40.9,24.9,36-45,0.978,Mechanical_Fault
897,E-Scooter,2.41,13.29,17.51,22.12,22.9,10.5,3,0.2,33.8,26-35,0.682,Battery_Critical
898,E-Scooter,3.4,10.64,15.23,19.69,69.1,56.8,1,19.0,35.6,26-35,0.839,Normal
899,E-Scooter,1.62,11.6,14.15,16.04,71.5,65.0,0,7.5,30.3,26-35,0.43,Hard_Braking
900,E-Bike,1.02,6.07,14.71,23.87,56.5,63.0,2,27.2,29.7,36-45,0.881,Normal
901,E-Scooter,4.15,20.16,12.12,16.4,53.1,39.1,5,7.9,35.3,18-25,0.704,Hard_Braking
902,E-Scooter,4.2,16.45,19.62,27.87,26.5,13.3,2,21.1,27.1,18-25,0.74,Battery_Critical
903,E-Scooter,0.96,5.08,16.32,19.55,86.9,85.7,0,35.4,31.0,18-25,0.657,Battery_Critical
904,E-Scooter,1.51,2.0,14.12,14.72,97.0,88.0,0,56.6,26.6,18-25,0.526,Normal
905,E-Scooter,7.94,50.24,9.38,17.39,62.3,41.6,3,28.8,30.3,46-60,0.81,Hard_Braking
906,E-Scooter,1.34,11.48,17.74,19.03,27.1,17.9,0,1.8,12.3,18-25,0.725,Normal
907,E-Scooter,5.17,19.97,17.17,22.87,24.7,6.3,1,6.2,35.4,18-25,0.382,Battery_Critical
908,E-Bike,2.64,9.71,14.45,19.4,68.7,63.4,1,4.8,28.0,18-25,0.713,Hard_Braking
909,E-Scooter,1.96,2.0,21.59,27.63,28.5,22.9,1,6.7,14.0,18-25,0.895,Normal
910,E-Scooter,3.41,13.86,15.86,18.85,64.4,57.9,1,1.3,17.5,46-60,0.449,Battery_Critical
911,E-Scooter,7.78,33.31,13.8,17.41,42.4,23.2,2,0.9,18.7,26-35,0.743,Mechanical_Fault
912,E-Scooter,4.42,27.03,10.37,19.33,41.3,26.9,1,29.4,22.6,,0.922,Mechanical_Fault
913,E-Scooter,1.28,2.37,13.8,18.41,98.2,96.2,2,14.1,35.2,26-35,0.881,Normal
914,E-Scooter,7.93,19.33,21.03,24.14,93.7,64.1,1,22.7,32.1,46-60,0.745,Normal
915,E-Bike,0.3,2.0,15.24,21.93,28.4,24.4,0,8.6,19.7,18-25,0.792,Improper_Parking
916,E-Bike,0.49,2.0,10.29,17.41,97.5,93.4,3,37.3,30.7,26-35,0.592,Hard_Braking
917,E-Scooter,3.57,13.12,19.64,20.5,30.8,21.8,1,8.5,22.8,18-25,0.568,Normal
918,E-Scooter,0.86,8.43,20.78,22.18,32.1,34.0,3,13.6,7.0,60+,0.657,Hard_Braking
919,E-Bike,1.76,13.39,11.29,17.3,97.3,93.9,2,18.3,16.3,26-35,0.941,Normal
920,E-Scooter,0.72,3.77,19.81,23.11,38.7,32.9,0,4.3,25.9,26-35,0.776,Normal
921,E-Scooter,7.16,24.17,26.63,31.18,21.9,0.0,2,1.0,35.5,18-25,0.787,Battery_Critical
922,E-Scooter,2.33,6.83,12.85,17.82,58.9,54.6,3,57.0,37.9,18-25,0.892,Mechanical_Fault
923,E-Scooter,5.46,11.35,21.33,25.41,38.0,19.1,1,4.9,31.3,60+,0.848,Hard_Braking
924,E-Bike,4.52,32.56,9.17,13.96,91.1,70.5,1,10.7,31.2,46-60,0.775,Normal
925,E-Scooter,0.83,3.97,15.5,18.47,48.6,45.2,3,73.9,28.8,46-60,0.606,Hard_Braking
926,E-Scooter,0.57,2.0,15.27,16.87,87.5,89.4,2,20.6,37.0,18-25,0.707,Normal
927,E-Scooter,0.3,2.28,15.43,16.0,38.0,35.0,1,2.7,35.4,26-35,0.702,Battery_Critical
928,E-Bike,0.98,2.52,11.97,13.53,90.3,89.1,2,71.8,24.8,18-25,0.513,Mechanical_Fault
929,E-Scooter,5.21,16.29,19.75,24.33,93.0,87.4,1,46.6,25.6,46-60,0.659,Normal
930,E-Scooter,5.0,22.36,16.05,16.97,44.3,29.9,0,13.3,36.4,36-45,0.863,Normal
931,E-Bike,0.93,6.14,8.71,9.84,95.7,91.3,1,83.2,36.4,26-35,0.456,Mechanical_Fault
932,E-Scooter,1.23,7.4,17.15,20.74,45.7,43.1,1,45.8,17.8,26-35,0.872,Normal
933,E-Bike,4.42,15.32,15.93,16.76,70.5,55.3,0,9.7,20.3,26-35,0.462,Normal
934,E-Scooter,5.12,12.41,24.79,26.75,92.8,77.9,1,4.0,39.7,60+,0.485,Hard_Braking
935,E-Scooter,2.05,6.42,18.43,24.41,54.0,46.9,0,39.2,13.3,36-45,0.855,Normal
936,E-Scooter,5.06,16.2,15.7,22.3,95.5,89.3,1,35.8,28.7,18-25,0.902,Mechanical_Fault
937,E-Scooter,5.28,22.12,16.23,18.34,37.9,21.9,0,19.7,14.8,46-60,0.72,Normal
938,E-Scooter,5.61,21.05,19.29,24.26,40.0,28.6,4,8.5,32.7,,0.707,Hard_Braking
939,E-Bike,1.41,2.0,17.16,20.98,97.8,96.8,3,40.7,24.7,18-25,0.631,Mechanical_Fault
940,E-Scooter,0.69,2.0,20.79,31.13,75.6,71.1,3,36.6,25.3,18-25,0.998,Hard_Braking
941,E-Bike,1.64,15.99,7.75,11.08,46.2,50.8,1,3.0,26.2,36-45,0.72,Normal
942,E-Bike,3.98,19.21,15.14,15.61,35.9,26.5,2,12.0,28.9,26-35,0.564,Battery_Critical
943,E-Scooter,3.28,18.92,19.08,23.16,87.5,82.5,1,5.8,18.9,26-35,0.845,Normal
944,E-Bike,1.67,11.79,13.16,23.43,29.8,27.4,3,34.6,38.1,26-35,0.888,Hard_Braking
945,E-Scooter,2.41,4.57,21.08,26.5,71.9,67.5,2,5.0,29.6,18-25,0.783,Hard_Braking
946,E-Scooter,1.73,2.0,23.68,24.06,24.9,17.2,5,9.9,21.7,26-35,0.55,Hard_Braking
947,E-Scooter,1.29,5.94,23.12,27.82,35.8,35.9,3,13.6,27.8,26-35,0.881,Battery_Critical
948,E-Scooter,3.91,16.64,14.47,19.81,64.5,56.7,0,17.9,18.7,26-35,0.576,Normal
949,E-Bike,0.48,2.56,9.34,10.5,47.2,43.7,2,21.3,27.6,18-25,0.544,Mechanical_Fault
950,E-Scooter,2.13,8.67,21.61,22.33,44.0,39.8,1,13.4,23.0,18-25,0.772,Improper_Parking
951,E-Bike,0.66,5.87,15.02,18.86,63.7,60.3,1,9.6,28.9,18-25,0.518,Normal
952,E-Bike,3.44,19.71,15.09,19.99,94.4,82.3,1,12.9,15.8,26-35,0.861,Hard_Braking
953,E-Scooter,4.97,18.54,19.94,27.38,44.8,30.7,1,10.8,13.9,46-60,0.599,Normal
954,E-Scooter,0.59,4.36,9.34,9.67,20.7,17.0,2,1.9,37.6,60+,0.558,Hard_Braking
955,E-Scooter,3.49,8.69,15.96,18.71,72.9,64.0,1,7.6,30.6,46-60,0.841,Normal
956,E-Scooter,2.39,11.6,13.84,14.3,54.7,48.6,1,31.2,24.3,46-60,0.91,Battery_Critical
957,E-Bike,4.95,17.78,12.65,16.51,71.5,57.6,1,15.7,20.9,26-35,0.637,Normal
958,E-Scooter,1.49,2.0,19.35,19.4,38.7,23.7,0,33.2,6.9,26-35,0.601,Normal
959,E-Scooter,4.11,19.08,14.47,17.52,48.0,36.9,0,9.6,29.5,18-25,0.918,Normal
960,E-Bike,3.07,10.47,14.42,20.85,64.9,52.4,1,25.5,26.2,46-60,0.491,Normal
961,E-Bike,0.67,3.2,15.0,20.54,26.2,24.8,1,41.2,14.8,36-45,0.922,Normal
962,E-Scooter,6.44,18.07,17.56,21.16,96.7,84.1,1,0.8,14.0,46-60,0.456,Hard_Braking
963,E-Bike,5.1,25.37,11.92,17.96,41.6,31.3,2,9.2,22.6,46-60,0.914,Hard_Braking
964,E-Scooter,4.79,11.44,19.38,25.24,24.0,14.8,0,7.8,19.5,26-35,0.742,Normal
965,E-Bike,0.9,5.36,14.6,19.23,63.5,60.5,1,19.9,38.6,46-60,0.75,Normal
966,E-Bike,1.86,3.94,15.91,27.65,78.0,74.6,0,10.6,34.3,18-25,0.847,Normal
967,E-Bike,2.08,8.0,13.68,16.04,48.2,32.8,0,7.1,20.9,26-35,0.874,Normal
968,E-Bike,0.87,2.0,11.05,21.48,31.0,30.7,3,50.4,25.3,26-35,0.714,Mechanical_Fault
969,E-Bike,6.6,28.77,15.82,22.1,61.2,48.7,0,12.4,28.9,18-25,0.9,Normal
970,E-Scooter,2.12,2.25,20.73,26.22,92.6,86.0,2,37.8,24.8,18-25,0.796,Hard_Braking
971,E-Scooter,0.92,6.97,18.23,23.69,98.1,94.1,3,23.2,19.9,26-35,0.913,Hard_Braking
972,E-Scooter,0.93,2.0,20.09,26.52,73.7,70.1,1,1.2,21.4,36-45,0.915,Normal
973,E-Bike,2.81,9.78,13.21,21.72,28.6,17.5,3,40.7,31.3,60+,0.762,Hard_Braking
974,E-Scooter,1.83,10.15,12.31,28.49,85.0,82.2,6,7.5,18.8,18-25,0.73,Hard_Braking
975,E-Scooter,3.71,12.38,23.13,27.07,55.4,48.0,1,12.2,30.5,18-25,0.831,Normal
976,E-Bike,1.49,12.05,5.66,14.06,99.4,90.1,4,56.7,20.3,18-25,0.511,Hard_Braking
977,E-Scooter,3.57,14.63,16.88,21.33,74.8,64.8,0,47.6,16.5,36-45,0.612,Normal
978,E-Scooter,3.44,14.48,15.43,16.62,61.0,50.5,2,5.3,22.4,26-35,0.615,Normal
979,E-Scooter,5.53,14.86,21.28,28.91,67.7,56.7,0,1.8,20.4,46-60,0.761,Normal
980,E-Bike,4.72,17.89,16.75,22.68,45.4,28.3,2,28.2,31.6,46-60,0.503,Hard_Braking
981,E-Scooter,4.25,10.38,23.15,25.4,55.4,38.5,0,2.6,25.0,,0.616,Battery_Critical
982,E-Scooter,5.5,37.12,9.54,14.88,34.5,18.8,3,8.0,7.4,18-25,0.665,Improper_Parking
983,E-Bike,0.35,2.0,12.76,17.53,91.4,91.1,0,4.1,17.5,26-35,0.496,Normal
984,E-Scooter,1.42,7.75,15.61,23.62,50.0,48.5,4,59.8,41.2,26-35,0.556,Hard_Braking
985,E-Bike,0.54,2.15,18.19,26.37,58.2,59.5,1,31.3,37.7,36-45,0.603,Normal
986,E-Bike,5.48,39.19,7.51,8.05,63.9,44.8,0,7.7,15.7,36-45,0.903,Normal
987,E-Bike,3.16,13.44,15.4,18.8,76.6,66.0,0,33.1,24.9,36-45,0.383,Improper_Parking
988,E-Bike,1.58,9.43,13.45,21.76,84.2,79.9,1,64.0,22.2,46-60,0.873,Mechanical_Fault
989,E-Scooter,7.47,36.91,10.76,24.46,66.0,43.3,2,55.6,23.5,60+,0.937,Normal
990,E-Scooter,2.61,3.8,18.32,20.32,58.4,54.9,5,9.4,18.3,26-35,0.826,Hard_Braking
991,E-Scooter,1.79,2.0,15.92,18.57,89.7,87.7,3,12.3,14.2,36-45,0.855,Hard_Braking
992,E-Scooter,2.53,7.57,19.01,21.42,96.0,84.4,0,1.4,14.6,26-35,0.937,Normal
993,E-Scooter,2.0,11.27,17.23,20.2,20.3,10.7,2,63.3,25.3,26-35,0.707,Battery_Critical
994,E-Scooter,5.29,13.36,17.44,23.26,57.9,40.4,1,6.4,25.8,18-25,0.741,Normal
995,E-Scooter,2.89,12.01,16.1,21.35,51.2,39.5,1,1.7,24.2,18-25,0.601,Normal
996,E-Scooter,0.48,3.09,19.78,24.72,60.2,62.0,3,18.6,31.7,26-35,0.935,Battery_Critical
997,E-Bike,2.11,12.41,11.39,16.22,62.3,51.5,1,1.4,17.2,18-25,0.906,Normal
998,E-Scooter,0.61,3.28,21.61,26.0,45.2,39.1,1,10.7,12.7,26-35,0.78,Normal
999,E-Scooter,4.63,17.23,18.04,18.71,85.8,71.1,2,5.9,33.7,26-35,0.945,Normal
1000,E-Scooter,2.29,6.97,18.76,24.87,61.2,56.2,1,4.1,35.1,36-45,0.836,Battery_Critical
1001,E-Bike,5.48,19.93,14.48,20.8,66.2,55.1,1,3.1,29.1,36-45,0.975,Normal
1002,E-Scooter,2.12,12.48,14.98,16.1,55.5,50.6,0,10.4,22.9,26-35,0.562,Normal
1003,E-Bike,4.43,15.84,14.56,21.51,59.3,50.1,2,6.0,15.4,26-35,0.729,Normal
1004,E-Bike,3.34,18.99,13.03,14.94,74.7,67.6,4,4.8,34.4,18-25,0.713,Hard_Braking
1005,E-Bike,2.93,16.48,13.57,17.84,94.8,78.7,2,14.8,39.3,18-25,0.84,Improper_Parking
1006,E-Bike,5.59,27.09,11.23,15.73,33.4,20.1,2,32.8,20.9,36-45,0.718,Normal
1007,E-Bike,3.49,15.46,13.22,13.89,65.9,60.0,3,9.5,28.2,,0.78,Hard_Braking
1008,E-Scooter,1.31,2.08,11.99,13.31,28.9,26.5,1,3.0,28.4,18-25,0.769,Mechanical_Fault
1009,E-Scooter,5.45,27.61,13.2,17.34,88.9,62.7,0,4.0,38.6,26-35,0.725,Normal
1010,E-Bike,1.76,8.46,19.55,22.67,63.6,58.8,2,12.1,14.0,18-25,0.888,Hard_Braking
1011,E-Scooter,2.36,13.57,17.49,17.83,41.2,42.9,2,12.4,13.4,18-25,0.824,Normal
1012,E-Scooter,1.46,4.67,16.09,19.46,57.4,55.2,1,12.3,27.6,46-60,0.545,Normal
1013,E-Scooter,5.12,16.78,16.68,21.65,55.0,43.8,0,11.0,35.7,18-25,0.681,Normal
1014,E-Scooter,3.85,19.57,14.37,16.8,37.8,29.5,1,27.7,34.8,46-60,0.573,Normal
1015,E-Scooter,1.18,2.0,23.05,28.08,26.2,18.6,2,1.7,16.4,36-45,0.794,Normal
1016,E-Scooter,3.37,17.44,14.5,20.82,29.5,21.2,1,19.8,38.4,18-25,0.618,Battery_Critical
1017,E-Scooter,1.95,13.33,9.53,16.5,40.1,30.6,3,4.4,33.0,60+,0.971,Improper_Parking
1018,E-Bike,4.84,20.98,15.14,18.84,71.8,59.0,0,13.7,14.1,36-45,0.642,Normal
1019,E-Bike,3.14,12.72,16.62,29.48,58.0,41.1,0,40.1,16.5,60+,0.812,Normal
1020,E-Scooter,0.98,2.0,14.39,18.73,45.0,44.2,2,32.1,30.9,18-25,0.708,Normal
1021,E-Bike,2.16,10.74,13.79,17.9,59.7,53.4,1,19.4,28.3,18-25,0.884,Normal
1022,E-Bike,3.83,21.86,15.75,19.63,42.6,26.9,1,40.8,22.3,18-25,0.295,Improper_Parking
1023,E-Scooter,2.09,11.46,18.67,25.9,62.2,54.4,1,14.2,30.4,18-25,0.728,Normal
1024,E-Bike,1.72,8.09,15.95,22.06,86.6,77.4,1,16.6,37.8,46-60,0.858,Normal
1025,E-Bike,5.92,44.62,8.84,14.69,37.3,24.2,1,34.7,29.6,18-25,0.607,Mechanical_Fault
1026,E-Scooter,6.34,20.41,15.65,15.7,79.6,62.4,2,3.7,24.9,26-35,0.588,Mechanical_Fault
1027,E-Scooter,1.29,5.57,21.81,28.02,31.4,28.7,4,1.1,16.0,26-35,0.768,Hard_Braking
1028,E-Scooter,2.32,14.41,17.15,22.34,24.5,26.5,0,46.7,28.8,18-25,0.429,Normal
1029,E-Scooter,1.13,4.03,15.21,16.89,89.4,87.4,1,21.2,25.1,36-45,0.638,Normal
1030,E-Scooter,0.3,2.0,15.82,23.13,59.2,61.4,1,19.7,22.0,18-25,0.7,Hard_Braking
1031,E-Scooter,1.0,3.44,20.3,23.02,27.3,21.4,0,20.5,21.9,36-45,0.723,Normal
1032,E-Bike,2.76,12.16,13.36,17.59,78.2,76.9,1,0.5,26.1,18-25,0.891,Normal
1033,E-Bike,3.23,19.39,9.17,9.99,85.8,79.6,2,32.5,20.9,36-45,0.782,Normal
1034,E-Bike,7.2,41.39,10.38,12.42,78.7,57.4,0,36.6,28.2,18-25,0.676,Normal
1035,E-Scooter,3.01,10.95,20.9,23.78,67.5,64.1,0,26.2,16.7,36-45,0.743,Normal
1036,E-Scooter,2.59,10.25,12.83,21.02,98.5,97.1,3,12.1,42.0,26-35,0.7,Hard_Braking
1037,E-Bike,11.0,49.91,14.45,14.58,27.7,0.0,0,5.8,20.4,36-45,0.514,Battery_Critical
1038,E-Bike,1.47,11.83,11.99,19.25,91.3,84.9,0,21.4,22.0,18-25,0.786,Normal
1039,E-Scooter,1.46,3.71,16.91,18.77,38.7,42.6,0,40.4,41.2,26-35,0.732,Normal
1040,E-Bike,3.79,22.6,12.66,23.34,48.3,33.6,1,52.0,23.7,46-60,0.941,Mechanical_Fault
1041,E-Scooter,1.31,3.61,12.66,16.99,84.2,80.9,0,26.9,19.4,60+,0.889,Normal
1042,E-Bike,2.21,7.32,16.59,19.37,58.1,55.1,0,4.4,20.3,18-25,0.734,Normal
1043,E-Scooter,3.24,8.74,19.43,21.11,60.5,47.6,2,4.9,19.7,36-45,0.876,Normal
1044,E-Scooter,4.26,15.37,20.93,25.31,65.8,49.8,0,52.3,25.0,36-45,0.861,Normal
1045,E-Scooter,5.81,18.97,17.24,23.65,60.2,39.7,2,13.8,32.5,18-25,0.838,Normal
1046,E-Scooter,0.67,2.0,15.14,23.97,78.8,79.1,1,5.7,27.6,18-25,0.871,Normal
1047,E-Scooter,4.75,22.87,14.05,16.12,63.0,46.7,2,15.3,26.8,36-45,0.745,Normal
1048,E-Scooter,6.71,36.66,11.26,20.9,60.9,35.4,0,32.8,35.8,26-35,0.913,Mechanical_Fault
1049,E-Scooter,3.77,15.99,12.2,21.01,31.5,21.0,3,7.3,21.8,46-60,0.895,Hard_Braking
1050,E-Bike,1.04,6.77,8.91,13.38,99.0,97.6,3,4.1,10.4,26-35,0.77,Normal
1051,E-Bike,0.49,2.0,13.7,17.58,59.1,63.1,1,1.0,39.4,18-25,0.974,Hard_Braking
1052,E-Scooter,4.29,12.14,15.43,17.39,93.0,78.5,2,14.2,29.0,46-60,0.707,Mechanical_Fault
1053,E-Scooter,1.78,4.55,18.09,21.08,60.2,56.8,3,19.3,37.8,36-45,0.757,Hard_Braking
1054,E-Bike,3.36,16.9,10.74,13.46,75.0,58.5,0,0.3,25.5,26-35,0.772,Normal
1055,E-Scooter,3.93,17.72,16.9,19.78,25.5,14.1,0,20.6,31.3,60+,0.93,Battery_Critical
1056,E-Scooter,3.72,15.29,17.12,78.86,90.6,81.3,1,3.3,36.9,46-60,0.61,Normal
1057,E-Bike,2.79,16.66,14.93,17.33,43.9,35.4,1,7.5,24.9,36-45,0.726,Normal
1058,E-Scooter,3.03,16.11,20.13,21.86,67.8,55.7,2,1.5,26.1,18-25,0.492,Normal
1059,E-Bike,0.49,4.59,10.71,14.04,81.1,86.6,2,23.2,40.1,36-45,0.766,Mechanical_Fault
1060,E-Scooter,1.63,4.95,11.48,23.54,53.7,50.9,0,14.4,23.4,18-25,0.93,Normal
1061,E-Bike,0.31,2.0,14.17,15.8,27.7,22.7,3,80.6,18.6,18-25,0.588,Mechanical_Fault
1062,E-Scooter,3.5,2.4,20.91,27.99,98.4,87.5,0,36.5,9.1,26-35,0.806,Normal
1063,E-Bike,2.58,18.78,9.14,17.88,41.9,32.3,0,4.0,18.3,26-35,0.801,Normal
1064,E-Scooter,1.89,2.0,23.34,32.43,87.6,84.3,3,26.5,21.1,18-25,0.737,Hard_Braking
1065,E-Scooter,3.93,10.98,15.74,26.83,59.4,49.7,4,8.2,19.7,36-45,0.664,Hard_Braking
1066,E-Scooter,2.8,11.91,14.96,17.56,84.9,74.6,1,20.0,19.9,18-25,0.889,Battery_Critical
1067,E-Scooter,0.9,10.72,16.46,18.57,43.4,42.2,2,1.1,20.5,18-25,0.567,Normal
1068,E-Bike,2.49,20.73,7.71,12.34,76.5,70.0,5,46.2,19.7,26-35,0.613,Hard_Braking
1069,E-Scooter,2.87,12.18,12.68,22.48,32.0,22.5,0,6.6,25.0,26-35,0.565,Normal
1070,E-Bike,0.49,2.34,9.54,16.96,65.2,62.6,1,8.7,17.9,36-45,0.724,Normal
1071,E-Scooter,1.77,4.57,18.06,20.7,26.6,15.5,1,5.8,42.0,26-35,0.698,Battery_Critical
1072,E-Scooter,3.03,14.16,12.32,17.94,63.0,56.9,1,15.2,28.9,36-45,0.921,Mechanical_Fault
1073,E-Bike,3.9,15.59,15.84,23.33,87.2,67.2,2,3.7,15.6,46-60,0.923,Hard_Braking
1074,E-Bike,6.33,44.43,9.88,16.77,49.6,35.9,0,0.7,30.9,18-25,0.847,Normal
1075,E-Scooter,1.69,4.41,15.88,23.01,53.0,48.0,2,3.6,34.7,18-25,0.921,Normal
1076,E-Bike,0.67,3.9,14.45,22.0,84.9,80.5,1,8.4,18.4,36-45,0.839,Normal
